ppm,intensity
146.28,60.7338
146.428,60.5839
146.575,54.849
146.722,49.2289
146.87,47.8577
147.017,49.6231
147.164,52.0844
147.312,52.5455
147.459,51.3357
147.606,51.6918
147.754,51.7543
147.901,45.2801
148.049,37.1835
148.196,36.845
148.343,42.4539
148.491,47.4172
148.638,51.0784
148.785,54.2642
148.933,58.1258
149.08,63.6792
149.227,68.4609
149.375,69.3418
149.522,65.6336
149.67,61.8179
149.817,56.7474
149.964,47.6047
150.112,40.9869
150.259,40.6177
150.406,43.8811
150.554,47.1392
150.701,45.5389
150.848,39.5337
150.996,35.5824
151.143,37.4912
151.29,42.7539
151.438,48.6451
151.585,53.0691
151.733,51.2109
151.88,44.6329
152.027,40.5506
152.175,40.7207
152.322,39.6037
152.469,36.84
152.617,35.1128
152.764,31.0306
152.911,24.399
153.059,21.8377
153.206,27.0661
153.354,34.0057
153.501,35.1059
153.648,31.2373
153.796,31.1782
153.943,38.6135
154.09,48.9622
154.238,57.4867
154.385,62.7109
154.532,66.614
154.68,72.1953
154.827,77.5664
154.975,79.9941
155.122,84.6143
155.269,94.0622
155.417,105.544
155.564,117.212
155.711,127.477
155.859,132.302
156.006,133.734
156.153,136.384
156.301,136.903
156.448,135.41
156.595,135.975
156.743,135.988
156.89,130.052
157.038,120.226
157.185,112.255
157.332,109.324
157.48,108.055
157.627,103.198
157.774,94.9159
157.922,85.7561
158.069,77.1316
158.216,69.8293
158.364,63.4446
158.511,57.7496
158.659,56.2512
158.806,58.0395
158.953,58.4096
159.101,54.1743
159.248,48.1759
159.395,45.5536
159.543,47.2147
159.69,51.2101
159.837,53.2404
159.985,50.4056
160.132,42.8182
160.28,37.3498
160.427,37.5264
160.574,40.2515
160.722,43.3476
160.869,43.1293
161.016,41.2421
161.164,43.7943
161.311,49.8702
161.458,55.2473
161.606,59.0954
161.753,62.2852
161.9,63.2794
162.048,61.9923
162.195,61.8507
162.343,62.1977
162.49,60.1871
162.637,58.0172
162.785,60.339
162.932,62.748
163.079,62.4184
163.227,63.8697
163.374,71.287
163.521,81.447
163.669,83.9914
163.816,77.7193
163.964,65.7127
164.111,54.3027
164.258,46.4421
164.406,37.9393
164.553,29.1696
164.7,24.9039
164.848,27.4679
164.995,35.2153
165.142,47.047
165.29,58.6569
165.437,69.9941
165.585,84.7189
165.732,101.528
165.879,116.568
166.027,130.31
166.174,144.753
166.321,158.703
166.469,174.751
166.616,193.533
166.763,211.313
166.911,228.709
167.058,248.685
167.205,271.068
167.353,295.304
167.5,320.735
167.648,348.372
167.795,382.352
167.942,424.254
168.09,470.937
168.237,519.795
168.384,571.01
168.532,623.436
168.679,674.261
168.826,721.358
168.974,766.719
169.121,814.134
169.269,864.669
169.416,916.014
169.563,963.783
169.711,1007.23
169.858,1053.54
170.005,1108.09
170.153,1167.15
170.3,1227.36
170.447,1288.37
170.595,1349.39
170.742,1412.42
170.89,1480.72
171.037,1553.73
171.184,1628.2
171.332,1706.82
171.479,1797.43
171.626,1897.48
171.774,1997.85
171.921,2093.07
172.068,2182.7
172.216,2268.87
172.363,2347.56
172.51,2415
172.658,2470.87
172.805,2510.75
172.953,2531.5
173.1,2533.89
173.247,2516.11
173.395,2477.78
173.542,2426.15
173.689,2368.84
173.837,2306.38
173.984,2239.78
174.131,2171.61
174.279,2104.14
174.426,2038.42
174.574,1970.99
174.721,1900.91
174.868,1828.91
175.016,1758.24
175.163,1689.04
175.31,1619.56
175.458,1556.44
175.605,1501.14
175.752,1449.86
175.9,1401.12
176.047,1353.69
176.195,1306.83
176.342,1260.64
176.489,1214.49
176.637,1164.4
176.784,1111.13
176.931,1060.39
177.079,1013.82
177.226,971.226
177.373,932.261
177.521,894.337
177.668,853.519
177.816,807.66
177.963,760.175
178.11,719.441
178.258,687.753
178.405,660.045
178.552,632.739
