ppm,intensity
47.9904,29.6717
48.1377,28.5138
48.2851,27.0641
48.4324,26.1185
48.5798,26.5264
48.7272,28.067
48.8745,29.8311
49.0219,31.574
49.1692,33.605
49.3166,35.743
49.464,37.6309
49.6113,38.9531
49.7587,39.5723
49.9061,39.6353
50.0534,39.2716
50.2008,38.9346
50.3481,38.8022
50.4955,38.7389
50.6429,39.5876
50.7902,41.8991
50.9376,44.8013
51.0849,47.0867
51.2323,49.1396
51.3797,52.5111
51.527,57.272
51.6744,62.2872
51.8217,66.7943
51.9691,69.9613
52.1165,71.5057
52.2638,72.5383
52.4112,73.5791
52.5586,75.3058
52.7059,78.0923
52.8533,80.7217
53.0006,82.1583
53.148,82.3819
53.2954,82.5527
53.4427,82.7609
53.5901,81.9637
53.7374,80.2911
53.8848,78.5356
54.0322,76.5217
54.1795,73.9674
54.3269,71.2282
54.4742,68.3074
54.6216,65.2646
54.769,62.5927
54.9163,60.9091
55.0637,60.1436
55.2111,59.2782
55.3584,57.2614
55.5058,54.559
55.6531,52.1094
55.8005,50.1096
55.9479,48.4198
56.0952,46.5328
56.2426,44.4256
56.3899,42.267
56.5373,40.2271
56.6847,38.2412
56.832,36.26
56.9794,34.3786
57.1267,32.1183
57.2741,29.1797
57.4215,26.1929
57.5688,24.068
57.7162,22.5784
57.8636,21.5169
58.0109,21.4122
58.1583,22.2303
58.3056,23.6703
58.453,25.4317
58.6004,27.1201
58.7477,28.974
58.8951,31.6163
59.0424,35.3206
59.1898,39.6739
59.3372,44.0202
59.4845,48.6505
59.6319,53.5234
59.7793,57.7928
59.9266,61.3807
60.074,64.5941
60.2213,67.5611
60.3687,70.3225
60.5161,72.5102
60.6634,73.9409
60.8108,75.0658
60.9581,76.1177
61.1055,77.111
61.2529,77.6478
61.4002,77.0804
61.5476,75.7526
61.6949,74.55
61.8423,73.0307
61.9897,69.8811
62.137,65.5007
62.2844,61.2379
62.4318,57.306
62.5791,53.4718
62.7265,50.0268
62.8738,46.835
63.0212,43.1897
63.1686,39.4997
63.3159,36.4669
63.4633,33.5418
63.6106,30.4384
63.758,27.6595
63.9054,25.0745
64.0527,22.4779
64.2001,20.1493
64.3474,18.2735
64.4948,17.0307
64.6422,16.1625
64.7895,15.1387
64.9369,13.9952
65.0843,12.7954
65.2316,11.8209
65.379,11.546
65.5263,11.5063
65.6737,10.671
65.8211,9.02812
65.9684,7.44208
66.1158,5.8643
66.2631,4.31605
66.4105,3.04351
66.5579,1.71449
66.7052,0.603211
66.8526,0.0285814
66.9999,-0.574644
67.1473,-1.85683
67.2947,-3.25648
67.442,-4.10238
67.5894,-4.68857
67.7368,-4.82683
67.8841,-3.59614
68.0315,-1.29765
68.1788,0.478178
68.3262,0.996887
68.4736,0.600008
68.6209,-0.0696134
68.7683,-0.519234
68.9156,-0.929075
69.063,-1.46573
69.2104,-1.59459
69.3577,-1.38707
69.5051,-0.911837
69.6524,0.195119
69.7998,1.31515
69.9472,1.8467
70.0945,2.05985
70.2419,2.29829
70.3893,2.17893
70.5366,1.34105
70.684,0.437203
70.8313,0.30492
70.9787,0.444119
71.1261,0.236081
71.2734,-0.167829
71.4208,-0.633918
71.5681,-0.837467
71.7155,-0.864075
71.8629,-0.857708
72.0102,-1.2735
72.1576,-2.37313
72.305,-3.56715
72.4523,-4.56055
72.5997,-5.11157
72.747,-5.13962
72.8944,-4.91831
73.0418,-4.54738
73.1891,-3.66079
73.3365,-2.43021
73.4838,-1.79719
73.6312,-2.19481
73.7786,-3.10168
73.9259,-4.12019
74.0733,-5.37115
74.2206,-6.38113
74.368,-6.78969
74.5154,-6.8305
74.6627,-6.53139
74.8101,-5.76913
74.9575,-4.92496
75.1048,-4.53692
75.2522,-4.69237
75.3995,-5.37138
75.5469,-6.26536
75.6943,-7.09303
75.8416,-7.78043
75.989,-8.27597
76.1363,-8.32604
76.2837,-7.34777
76.4311,-5.29465
76.5784,-2.78326
76.7258,-1.01759
76.8731,-0.511884
77.0205,-0.478503
77.1679,-0.52416
77.3152,-0.863041
77.4626,-1.62318
77.61,-2.43304
77.7573,-2.83219
77.9047,-2.51355
78.052,-1.61027
78.1994,-0.989656
78.3468,-1.21091
78.4941,-2.06531
78.6415,-3.16494
78.7888,-4.30961
78.9362,-5.16256
79.0836,-5.53692
79.2309,-5.44858
79.3783,-4.83662
79.5256,-3.96086
79.673,-3.2953
79.8204,-2.92623
79.9677,-2.98836
80.1151,-3.67438
80.2625,-4.42266
80.4098,-4.53045
80.5572,-3.96181
80.7045,-3.57081
80.8519,-3.64704
80.9993,-3.44486
81.1466,-2.66148
81.294,-1.84611
81.4413,-1.65065
81.5887,-1.68835
81.7361,-1.30235
81.8834,-0.59122
82.0308,-0.100607
82.1781,-0.0521985
82.3255,-0.0992279
82.4729,-0.29657
82.6202,-1.10396
82.7676,-2.10769
82.915,-2.53093
83.0623,-2.73141
83.2097,-3.34136
83.357,-3.83941
83.5044,-3.56255
83.6518,-3.00346
83.7991,-2.92131
83.9465,-3.19714
84.0938,-3.29874
84.2412,-2.93461
84.3886,-2.27226
84.5359,-2.3128
84.6833,-3.38462
84.8306,-4.48507
84.978,-4.61761
85.1254,-3.78294
85.2727,-2.9135
85.4201,-2.34572
85.5675,-1.80927
85.7148,-1.36508
85.8622,-1.47016
86.0095,-2.18712
86.1569,-3.17672
86.3043,-3.92399
86.4516,-4.16766
86.599,-4.28116
86.7463,-4.48083
86.8937,-4.84346
87.0411,-5.20433
87.1884,-5.32282
87.3358,-5.05478
87.4832,-4.40985
87.6305,-3.32297
87.7779,-1.85535
87.9252,-0.692521
88.0726,-0.372732
88.22,-0.86912
88.3673,-1.71341
88.5147,-2.21644
88.662,-2.16408
88.8094,-2.25498
88.9568,-2.52763
89.1041,-2.54161
89.2515,-2.30217
89.3988,-1.72826
89.5462,-1.0197
89.6936,-0.436825
89.8409,-0.21108
89.9883,-0.454776
90.1357,-0.908647
90.283,-1.35343
90.4304,-1.90494
90.5777,-2.72176
90.7251,-3.43003
90.8725,-3.33717
91.0198,-2.61179
91.1672,-2.04126
91.3145,-1.86492
91.4619,-1.90352
91.6093,-2.03464
91.7566,-2.20514
91.904,-2.18544
92.0513,-1.86544
92.1987,-1.38386
92.3461,-0.831699
92.4934,0.0731979
92.6408,0.955362
92.7882,1.09586
92.9355,0.684632
93.0829,-0.208895
93.2302,-1.57258
93.3776,-3.15984
93.525,-4.14488
93.6723,-3.99953
93.8197,-2.86012
93.967,-1.13699
94.1144,0.181663
94.2618,0.788228
94.4091,0.478698
94.5565,-0.396253
94.7038,-1.04916
94.8512,-1.4874
94.9986,-2.09179
95.1459,-2.88651
95.2933,-3.18522
95.4407,-3.18154
95.588,-3.12178
95.7354,-2.91159
95.8827,-2.91386
96.0301,-2.86559
96.1775,-2.68134
96.3248,-3.03064
96.4722,-3.80492
96.6195,-3.9989
96.7669,-3.24596
96.9143,-2.25239
97.0616,-1.66468
97.209,-1.71589
97.3563,-2.45445
97.5037,-3.291
97.6511,-3.40248
97.7984,-2.41042
97.9458,-1.30105
98.0932,-1.15222
98.2405,-1.50038
98.3879,-1.88266
98.5352,-2.01893
98.6826,-1.39959
98.83,-0.275565
98.9773,0.519081
99.1247,0.699965
99.272,0.504915
99.4194,0.552938
