ppm,intensity
89.2514,17.1985
89.3988,27.5595
89.5462,36.2124
89.6935,38.9887
89.8409,40.4746
89.9882,42.3228
90.1356,44.985
90.283,49.8439
90.4303,56.1394
90.5777,58.9715
90.725,53.3903
90.8724,43.7203
91.0198,37.3294
91.1671,36.3894
91.3145,36.8024
91.4619,38.6209
91.6092,42.8036
91.7566,46.9798
91.9039,51.7891
92.0513,58.852
92.1987,64.8658
92.346,68.5734
92.4934,74.7652
92.6407,80.8367
92.7881,82.0991
92.9355,79.6655
93.0828,75.8185
93.2302,71.8459
93.3776,70.1234
93.5249,68.1792
93.6723,61.1483
93.8196,54.121
93.967,51.4722
94.1144,52.4927
94.2617,56.3882
94.4091,59.3311
94.5564,55.501
94.7038,45.9012
94.8512,41.5528
94.9985,47.6489
95.1459,57.8793
95.2932,66.9262
95.4406,72.6883
95.588,76.6271
95.7353,82.3697
95.8827,85.6752
96.0301,84.0154
96.1774,80.9688
96.3248,78.4894
96.4721,79.9978
96.6195,84.553
96.7669,86.2142
96.9142,81.8768
97.0616,77.1195
97.2089,76.3344
97.3563,78.4023
97.5037,82.2473
97.651,79.782
97.7984,66.9364
97.9457,52.7419
98.0931,48.686
98.2405,54.9464
98.3878,64.7015
98.5352,74.0374
98.6826,84.4221
98.8299,94.3144
98.9773,98.9185
99.1246,102.301
99.272,104.242
99.4194,99.3848
99.5667,86.6319
99.7141,74.4199
99.8614,71.3879
100.009,76.8925
100.156,85.3108
100.304,92.8951
100.451,101.912
100.598,109.483
100.746,113.87
100.893,117.242
101.04,122.514
101.188,129.977
101.335,135.369
101.482,138.688
101.63,144.717
101.777,153.653
101.924,160.28
102.072,160.556
102.219,154.982
102.367,150.144
102.514,148.189
102.661,147.999
102.809,147.504
102.956,146.361
103.103,146.467
103.251,146.127
103.398,144.323
103.545,143.039
103.693,139.739
103.84,128.36
103.988,110.634
104.135,92.6096
104.282,81.2324
104.43,74.9646
104.577,68.4421
104.724,60.7508
104.872,53.4392
105.019,48.401
105.166,44.1846
105.314,38.7721
105.461,32.5125
105.609,28.7181
105.756,24.6147
105.903,23.0724
106.051,28.5646
106.198,36.8267
106.345,42.6654
106.493,43.6334
106.64,42.431
106.787,39.6934
106.935,38.6238
107.082,42.7067
107.23,51.1305
107.377,57.8183
107.524,54.4575
107.672,44.0026
107.819,35.3818
107.966,28.9266
108.114,22.4822
108.261,16.5198
108.408,10.875
108.556,9.30133
108.703,11.9984
108.85,14.7723
108.998,15.4088
109.145,11.7354
109.293,5.32575
109.44,0.704858
109.587,-0.677078
109.735,1.03299
109.882,5.22336
110.029,10.8921
110.177,15.5341
110.324,16.1837
110.471,13.0445
110.619,9.82391
110.766,10.8529
110.914,11.8467
111.061,8.12807
111.208,5.35274
111.356,9.43999
111.503,18.0825
111.65,26.147
111.798,32.796
111.945,39.7664
112.092,46.037
112.24,48.6752
112.387,49.8454
112.535,51.2694
112.682,49.5167
112.829,48.8297
112.977,57.3371
113.124,68.9494
113.271,75.8506
113.419,79.5378
113.566,80.9958
113.713,80.4488
113.861,80.8649
114.008,86.297
114.155,97.6884
114.303,113.77
114.45,132.158
114.598,149.319
114.745,162.647
114.892,170.4
115.04,173.017
115.187,173.324
115.334,174.763
115.482,183.045
115.629,196.447
115.776,203.95
115.924,201.126
116.071,190.651
116.219,177.229
116.366,168.941
116.513,169.533
116.661,169.979
116.808,164.641
116.955,159.29
117.103,157.255
117.25,156.115
117.397,154.207
117.545,149.286
117.692,141.074
117.84,134.951
117.987,129.085
118.134,120.541
118.282,113.997
118.429,111.301
118.576,106.075
118.724,91.71
118.871,71.5652
119.018,55.1496
119.166,48.9224
119.313,53.1906
119.46,62.1343
119.608,66.9177
119.755,65.0516
119.903,59.4807
120.05,54.9721
120.197,53.0202
120.345,49.6364
120.492,43.9375
120.639,38.5069
120.787,35.3616
120.934,35.5297
121.081,41.2668
121.229,50.6755
121.376,60.0386
121.524,70.8008
121.671,81.1212
121.818,87.1112
121.966,87.1405
122.113,81.1515
122.26,75.3193
122.408,72.7122
122.555,69.9995
122.702,66.5571
122.85,64.3023
122.997,65.7944
123.145,69.142
123.292,69.9928
123.439,66.2105
123.587,59.7378
123.734,55.2522
123.881,54.4402
124.029,59.6523
124.176,71.5587
124.323,84.3865
124.471,90.2918
124.618,88.3834
124.765,84.929
124.913,81.171
125.06,79.7492
125.208,87.2638
125.355,100.226
125.502,111.043
125.65,119.951
125.797,127.792
125.944,134.869
126.092,147.248
126.239,164.285
126.386,179.579
126.534,192.559
126.681,203.68
126.829,213.141
126.976,223.394
127.123,234.703
127.271,248.685
127.418,266.112
127.565,280.354
127.713,293.376
127.86,309.481
128.007,326.124
128.155,345.349
128.302,368.574
128.45,394.972
128.597,425.403
128.744,458.015
128.892,486.669
129.039,506.119
129.186,519.911
129.334,538.716
129.481,564.135
129.628,589.307
129.776,614.089
129.923,641.476
130.07,672.434
130.218,708.159
130.365,745.043
130.513,777.242
130.66,799.422
130.807,809.855
130.955,813.472
131.102,810.808
131.249,799.96
131.397,785.32
131.544,770.483
131.691,751.365
131.839,727.352
131.986,701.287
132.134,676.009
132.281,651.139
132.428,619.784
132.576,583.36
132.723,545.068
132.87,503.561
133.018,459.608
133.165,416.958
133.312,378.182
133.46,343.955
133.607,317.006
133.755,299.218
133.902,285.882
134.049,269.121
134.197,249.21
134.344,231.887
134.491,220.133
134.639,207.05
134.786,188.129
134.933,170.666
135.081,159.459
135.228,151.923
135.375,142.037
135.523,129.521
135.67,119.127
135.818,111.138
135.965,106.017
136.112,106.518
136.26,108.229
136.407,104.11
136.554,97.0064
136.702,93.3992
136.849,90.5418
136.996,85.1009
137.144,80.8611
137.291,81.949
137.439,85.6579
137.586,86.9145
137.733,89.5245
137.881,94.1399
138.028,96.3905
138.175,96.9588
138.323,94.4976
138.47,87.2131
138.617,78.4086
138.765,72.7726
138.912,72.1117
139.06,74.64
139.207,74.8822
139.354,67.9352
139.502,59.8567
139.649,59.3768
139.796,65.5455
139.944,73.0639
140.091,78.2133
140.238,79.1156
140.386,75.3436
140.533,70.4311
140.68,66.4524
140.828,62.9168
140.975,58.9716
141.123,57.0628
141.27,58.3594
141.417,57.735
141.565,55.4802
141.712,52.473
141.859,50.2856
142.007,49.3384
142.154,49.161
142.301,52.7062
142.449,55.9201
142.596,55.4672
142.744,52.0943
142.891,50.3025
143.038,53.5086
143.186,57.0066
143.333,59.628
143.48,62.3192
143.628,63.3945
143.775,60.8116
143.922,53.7099
144.07,44.6107
